source	target
PTPN11	DDR2
PTPN11	PCLO
GFOD1	CTTNBP2NL
CALM1	EXD2
CALM1	LOC148430
CALM1	TMEM218
PYGB	NAGLU
HLA-B	HLA-F
HLA-B	TRIM25
HLA-B	BTN3A3
FKBP5	KLF9
FKBP5	RCL1
FKBP5	LMO3
FKBP5	TSC22D3
FKBP5	ZBTB16
IL18	HTRA2
GBAS	MRPS35
GBAS	LOC100130071
GBAS	LOC441009
TIA1	LOC728408
TIA1	ERP44
AMICA1	SEMA4A
AMICA1	NLRP12
AMICA1	IL1R2
BUB3	EIF2AK3
BUB3	RAF1
BUB3	HDAC9
ADSS	LOC439994
SFRS7	C13orf25
SFRS7	KLHL9
SFRS7	NMUR1
SFRS7	AOC2
SFRS7	PANK1
FAM179B	SMEK2
FAM179B	SF3B5
FAM179B	PSMB4
FAM179B	C7orf59
FAM179B	RPA1
FAM179B	LOC100132299
FAM179B	LOC100128353
FAM179B	LOC649445
FAM179B	BRD7
FAM179B	RSRC2
STS	TFE3
TYROBP	CPVL
TYROBP	ITGAM
TYROBP	CYBA
TYROBP	RENBP
TYROBP	LOC653888
TYROBP	FCER1G
TYROBP	NPL
TYROBP	PYCARD
FEZ1	PALLD
FEZ1	C14orf132
FEZ1	MFAP5
FEZ1	TSHZ3
FEZ1	IL17D
FEZ1	SNCAIP
FEZ1	STK32B
FEZ1	TMEM98
SGSM2	GSDMD
SGSM2	RBM33
SGSM2	ZDHHC8
SGSM2	WTIP
TMEM98	ISCA1L
TMEM98	HEPH
TMEM98	PDGFRB
TMEM98	PGCP
TMEM98	TFPI
ATM	CCNL2
LOC644774	LOC732007
LOC644774	LOC652388
LOC644774	LRRC37B
LOC644774	THEM2
LOC644774	ANAPC7
LOC644774	LOC100129064
LOC644774	GLRX3
LOC644774	FAM86B1
LOC644774	LOC729198
LOC644774	PSMC4
C14orf32	KRI1
C14orf32	EXOC5
C14orf32	PIGA
GZMA	CST7
GZMA	NKG7
GZMA	GZMK
GZMA	GZMH
GZMA	SKAP1
GZMA	S1PR5
GZMA	CCL5
GZMA	IL32
PUS7	C1orf19
GSK3B	EPRS
GSK3B	SRP14P1
GSK3B	THOC4
PUF60	TINF2
PUF60	PSMD5
PUF60	PKNOX1
PUF60	MGC3731
PUF60	BMS1
PUF60	COG2
PUF60	TUBGCP5
PUF60	SDHAF2
PUF60	ABCF1
PUF60	NHP2L1
PUF60	SPG7
PUF60	STX5
MRPS14	SNTB2
EFHD1	RGMA
EFHD1	SMOC2
FAM126B	LOC650737
FAM126B	DPY19L2P2
FAM126B	MFSD8
FAM126B	LOC646476
FAM126B	NOMO2
NCRNA00153	TDRD6
GAS6	AEBP1
GAS6	FBLN5
RIPK5	LMLN
SUCLG1	POLN
C7orf59	TRAFD1
C7orf59	LOC642513
C7orf59	LOC728873
LOC387934	EXOG
LOC387934	LOC100129882
LOC387934	FABP5
LOC387934	YY1AP1
THY1	GLI2
TBC1D14	RCSD1
TBC1D14	IQSEC1
C20orf62	C14orf49
C20orf62	LOC100130494
C20orf62	LOC645339
WDR1	ENTPD1
PELI2	RPS6KA5
PELI2	TCEAL7
DYNC1H1	DNAJB2
TPR	DFNA5
MGC12760	LOC646916
MYO18A	LOC729291
MYO18A	SLC3A2
LOC390530	NRIP1
LOC390530	LRCH2
TUBB2C	MITD1
TUBB2C	SURF4
TUBB2C	S100A16
TUBB2C	SPRY4
ANKRD36B	ANKRD36
RRAS	FAM149A
RRAS	FAM20B
C2orf16	FOXI3
RANBP6	SMC4
RANBP6	SOCS5
LOC653506	LOC100131727
LOC653506	CCRL1
VPS26	SACS
VPS26	LOC402116
VPS26	LOC100133803
ARMC8	RABL3
ARMC8	RNFT1
ARMC8	RPE
ARMC8	UCHL5
ARMC8	PRIM2A
ARMC8	TMEM168
ARMC8	VTA1
ARMC8	LOC441711
ARMC8	C1orf124
ARMC8	KCMF1
ARMC8	PSMC6
ARMC8	SEH1L
LYN	FBN2
LYN	LOC651738
LYN	PTPRC
FLJ35801	C22orf27
SLC25A38	ADIPOQ
LOC653115	PRPF39
LEFTY2	SPON1
DUSP1	CXCL2
DUSP1	ZFP36
DUSP1	JUN
RHOA	SCFD1
IFIH1	SAMD9
IFIH1	EPSTI1
TUFT1	IFFO2
PGM5	PLCB4
RAE1	POLR2D
RAE1	COX7A2L
CDC42BPA	ZNF673
SUV39H1	C1orf97
SUPT16H	C9orf68
FAH	NQO2
FAH	BMP6
FAH	MMACHC
BRI3	FAM195B
BRI3	ODF3B
BRI3	MAPK3
BRI3	VIM
C1S	GDF10
C1S	TRIM38
C1S	C1RL
C1S	C1QTNF5
C1S	OLFML2B
C1S	CFB
C1S	HSD17B14
C1S	WISP2
C1S	FKBP9L
C1S	TMEM173
C1S	C1R
C1S	PLTP
C1S	PPARG
C1S	SLC43A3
C1S	TIMP2
HDDC3	RDH10
HDDC3	TMEM111
HDDC3	C1orf133
HDDC3	C9orf23
PRRG1	TGFBR2
MGST1	PALMD
AP1B1	C3orf21
AP1B1	CEBPD
AP1B1	TUBA1B
AP1B1	HSP90B1
AP1B1	LOC728368
UCRC	LOC728739
NUDT16	PSMD3
NUDT16	PRKAG1
NUDT16	PRMT6
ATP8B2	CEP135
ATP8B2	FAM102A
ATP8B2	MTMR11
AOC3	RPS20
KIAA1033	MAP1LC3B
KIAA1033	TOR1A
KAT2A	SYT15
METT11D1	TXNDC15
METT11D1	UPF1
METT11D1	FAM160A2
METT11D1	NFE2L3
METT11D1	CNOT10
METT11D1	PCDHB17
METT11D1	CHKB
LAMP1	EIF2C1
LAMP1	FREM1
LAMP1	THADA
LAMP1	DAB2
LAMP1	SNX6
TDG	ANKRD13D
TDG	PRO0628
TDG	GTPBP8
TDG	LOC732360
IRX2	SOX9
LOC651064	ZNF224
LOC651064	GPKOW
LOC651064	ELK3
LOC651064	TIMM17B
TMEM56	LOC100131447
OSBPL8	IBTK
OSBPL8	TOPBP1
OSBPL8	CENTB2
IMMT	ZFP90
IMMT	ASAP3
IMMT	IGF2BP1
IMMT	MRI1
STAG2	KIDINS220
STAG2	JAK2
STAG2	UHRF2
STAG2	CLK4
STAG2	CD2AP
STAG2	PWWP2A
STAG2	PHIP
STAG2	ARID4A
STAG2	PCM1
STAG2	TOR1AIP1
RPS12	PACRGL
LETMD1	PHB2
LETMD1	THYN1
DHFR	LOC653874
DHFR	LOC729816
GLTSCR1	EHD1
GLTSCR1	LOC729859
GLTSCR1	C12orf68
GLTSCR1	USP14
SLC25A3	COX10
SLC25A3	DUSP28
SLC25A3	PIAS4
SLC25A3	PBXIP1
DHODH	BFSP1
SLC25A20	ATF6
FBN1	PAMR1
FBN1	PDPN
FBN1	DKK1
FBN1	FSTL1
FBN1	GALNTL1
CTPS	HNRNPAB
DYNC1LI2	ATP9A
CCL13	COLEC12
CCL13	SCN9A
CAB39L	TMC6
CAB39L	C10orf84
COX6A1	COX6C
LOC648695	GMPS
EPRS	TRIM35
MORC3	CCDC76
MORC3	GABPA
MORC3	COMMD4
MORC3	CLDND1
PNMA3	PNMA6A
COG7	LOC155060
CD164	ALG12
CD164	MNAT1
CD164	FAM49B
COL6A2	CADM2
COL6A2	ORC4L
COL6A2	SLIT3
COL6A2	CD276
COQ6	TMEM177
ACRBP	LOC728975
ACRBP	SMOX
MCRS1	GANAB
HDGFRP3	LOC100129705
HDGFRP3	PARL
AASDH	LOC651143
CCM2	SLC22A17
CCM2	ZNF662
CCM2	UNC119
UBP1	VPS35
UBP1	PICALM
KBTBD2	ZBTB34
LOC647389	KIAA0408
LOC647389	LOC100129539
LOC647389	CALD1
ZNF12	DDX41
ZNF12	CHCHD6
CDKN1A	ISG20L1
NDUFA3	CDCA7L
GNPDA1	FOXRED2
PAIP2	MOAP1
PAIP2	BCL2
PAIP2	GOLGA7
CIC	TCF7L1
CIC	CCDC97
CIC	CABIN1
CIC	LOC100132324
CIC	BAT2
FASN	TECR
FASN	SLC29A2
FASN	TKT
FASN	SLC25A1
FASN	PECR
FASN	ACSS2
FASN	AGPAT2
LILRB3	PFKFB4
LILRB3	SLC11A1
LILRB3	CD97
LILRB3	NUAK2
NCF4	PLEKHO1
NCF4	PANX2
NCF4	WASH3P
NXT2	DENND4A
NXT2	RFWD2
MUT	GPR180
MUT	USP30
MUT	AP3M1
MUT	PTCD2
POLE3	DNAJC9
SLC26A6	MGC16121
OFD1	LRRC8D
SMTN	TNFAIP1
SMTN	SAAL1
SMTN	ARHGEF17
SMTN	NDUFA4L2
SMTN	SCHIP1
SMTN	TGM2
SMTN	TJP1
SRPR	SHB
FAM108B1	LOC388122
LMOD3	TNFSF15
LMOD3	LOC100129269
TNFAIP6	OR51E1
TM9SF2	KPNA3
TM9SF2	RAB40C
TM9SF2	KANK2
TM9SF2	ATXN2
TM9SF2	LOC440459
TM9SF2	CPSF4
TM9SF2	EXOSC1
TM9SF2	KLHL8
TM9SF2	SLC39A6
C1QC	SESN1
C1QC	PRSS36
ZNF621	C21orf119
CSNK1A1	ZNF524
CTCF	GTF2IRD2
CTCF	BCOR
RBBP9	LOC643733
TUT1	FAM3A
VKORC1	OXSR1
VKORC1	ZNF274
HERC1	TBC1D3G
FAM149A	DKFZP564J102
NIPSNAP3B	FAM7A1
NIPSNAP3B	P4HA2
KCTD15	ARHGEF12
WDR40A	MICALCL
TNPO1	MEF2C
TNPO1	HECTD2
TNPO1	VPS13B
LOC346950	LOC642989
LOC346950	SLC1A7
LOC346950	AMY1A
LOC346950	LOC729646
LOC346950	LOC441073
TMEM149	FLVCR2
P2RY5	ETV2
LPL	SDPR
PSME2	DNAJA2
PSME2	RFX5
LOC653355	CNTNAP3
PRX	MPZ
BOLA3	C6orf125
BOLA3	LOC440957
NDUFV1	SETD7
ICAM2	DOK4
KCTD13	ACTR1B
KCTD13	DNAJC4
KCTD13	TMEM185A
RBM5	CTGLF3
SARS	ANKIB1
SEC61G	HSDL1
ALS2CR14	RFX4
C16orf48	FBL
C16orf48	C14orf93
C16orf48	GNL1
C16orf48	NR2C2AP
C16orf48	VDAC1
C16orf48	FLYWCH1
EIF6	MED13
EIF6	CAD
EIF6	ITGB4BP
EIF6	ATP5G1
EIF6	WHSC1L1
RUNX3	MAP4K1
RUNX3	FGD3
GSN	TM9SF4
GSN	HDLBP
NOP56	LOC730173
CLDN12	ZNF135
CLDN12	C5orf54
CLDN12	C12orf29
CLDN12	C14orf135
ATP6V1B2	EIF2C4
ATP6V1B2	SS18L2
ATP6V1B2	REPS2
HEATR1	MAP3K15
HEATR1	LOC644043
HEATR1	SYCP3
HEATR1	LOC100129424
HEATR1	LOC100132910
SLC5A3	MRPS6
ARL2	MOBKL2A
NUDT18	FBXO6
PNPLA2	LTA4H
PNPLA2	BOK
PNPLA2	MRPL2
SLC25A12	CCDC146
SH3GL1	AP1M1
LSM4	PTRH1
LSM4	NEDD8
LSM4	ROMO1
LOC644640	LOC644689
KIF5B	MAN1A2
RAB13	MTHFSD
RAB13	VISA
HEY1	EFNB2
RSPH3	RAD51AP1
RSPH3	CCDC99
RSPH3	TPRG1
SIN3B	TENC1
C9orf5	GNPDA1
AMD1	AGFG2
AMD1	GTF2IRD1
AMD1	UTP15
AMD1	MKI67IP
HIST1H3F	MIR1978
WBP2	CLPX
WBP2	LRRC16
RPL23A	LOC100129141
CCDC46	LOC644634
PHIP	BTAF1
PHIP	FZD3
PHIP	FLJ12078
PHIP	CNR1
PHIP	LOC100134083
PSIP1	COMMD9
PSIP1	TRAPPC5
LOC441246	LOC646766
SEPT11	ENDOD1
SEPT11	RAPGEFL1
SEPT11	LOC643357
SEPT11	GALNT1
SEPT11	ADH4
SEPT11	SNORA18
SEPT11	NRCAM
SEPT11	OGG1
SEPT11	RPL6
APOC1	APOE
HSPA1A	AMY1C
BMPR2	RDX
DNASE2B	HTRA4
SERF2	LOC644132
SERF2	LOC100133315
EEF2K	KIAA0363
EEF2K	ZSCAN18
EEF2K	SYTL4
MAP9	ARL6
VPS33B	ALKBH3
SORBS3	SELM
SORBS3	CEP164
SORBS3	CYP4F12
GSTT2	DDTL
EXOC3	ALS2CL
COL11A1	LOC96610
COL11A1	PCDH7
COL11A1	STMN2
GTF3C3	DERL1
ETV6	TYRO3
ETV6	RNF167
ETV6	UBTD1
FER	SNORD16
FER	GATC
FER	ABCA5
SEPT5	PF4V1
SEPT5	CMTM5
GBE1	PIK4CA
GBE1	H2AFV
GBE1	ANKRD40
GBE1	ZRSR2
CLIP3	SCNN1A
CLIP3	TMEM136
PIM3	PITPNC1
LOC644511	DYNLT3
LOC644511	EIF3H
LOC644511	TMOD1
LOC644511	SNHG6
LOC644511	RPS4X
LOC644511	SEPT4
WDR35	MED11
SLC30A7	FEM1C
SLC30A7	C1orf218
OGN	KLHL13
LOC285929	SOX8
LOC285929	GFRA3
LOC285929	ERBB3
LOC285929	PLLP
C1orf35	LOC100131713
C1orf35	KLHDC9
FURIN	NAPA
FURIN	OGDH
FURIN	TOLLIP
PRRX2	GAL3ST4
PRRX2	FAM119B
PRRX2	CAPN5
PRRX2	FLJ35258
PRRX2	ARL3
PRRX2	OSR1
TPRG1	NOTCH2
LOC654202	C3orf65
LOC654202	LOC653591
LOC654202	C2orf16
LOC654202	FOXI3
C6orf125	TSPO
CICE	EIF4EBP3
SLC25A28	HPS6
SLC25A28	SSH3
SLC25A28	MXD4
MAP2K3	PIM1
TSPAN3	TSGA10
TSPAN3	PGM1
TSPAN3	MAPK10
ATPAF1	HEY2
ATPAF1	PEX13
ATPAF1	ANKRD46
ATPAF1	ATP6V1E2
ATPAF1	OXCT1
ATPAF1	MID2
ATPAF1	PDP2
CBX3	LOC653972
RNF126	ARAF
RNF126	TMED1
RNF126	ZNF512B
RNF126	ZNF787
RNF126	CLEC11A
RNF126	LOC646674
LOC728556	ALG13
PLAC9	CETP
NFE2L2	LOC344595
C19orf50	PINK1
C19orf50	TNFSF12
CDS2	EFCBP1
TESK1	PITPNA
TESK1	DAZAP1
TESK1	DHCR7
RSBN1	ADRA2A
RSBN1	RBM15
RSBN1	ZNF615
RSBN1	MYNN
RSBN1	SNORA25
RSBN1	RNF103
RSBN1	BAZ2B
RSBN1	HLF
RSBN1	ZNF17
RSBN1	C21orf66
RSBN1	INTS6
RSBN1	TRIM4
YPEL3	FAM100B
DOK2	ADSSL1
DOK2	BTLA
HSPB8	SYNCRIP
HSPB8	KLHL30
STAG3L2	STAG3L3
ZNF787	C16orf53
ZNF787	MCRS1
ITGA7	HMGN4
ITGA7	SLC16A2
ITGA7	PCBP4
ITGA7	CRAT
ITGA7	CASP3
ITGA7	CORO2B
MTPN	TMEM199
MTPN	TBX1
SYNPO2	OSBPL10
SYNPO2	KLHDC5
SYNPO2	TMEM35
SYNPO2	GUCY1A3
SYNPO2	SYTL2
TMEM176A	TMEM176B
LOC731682	LOC642073
HNRPLL	LOC100130263
CHSY1	SLC4A7
SMARCA2	AGL
SMARCA2	NUP43
HCK	CASP4
HCK	CSK
HCK	ASGR2
HCK	SIGLEC14
HCK	PDLIM7
C12orf5	PI4K2A
DAPK2	LOC653381
DAPK2	NEDD4L
DAPK2	C1orf35
DAPK2	LOC100130506
DAPK2	GAB2
EPB41L4A	NY-REN-7
EPB41L4A	IL24
EPB41L4A	SLC22A23
EPB41L4A	FAM75C1
ZCCHC8	LCMT2
ZCCHC8	OTUD4
ZCCHC8	SFRS2B
ZCCHC8	AFF3
ZCCHC8	MTO1
ZCCHC8	POGZ
ZCCHC8	ZNF22
C10orf76	TRMT61A
C10orf76	PLXNA3
UQCRH	C3orf55
UQCRH	ATP5C1
UQCRH	UQCRHL
UQCRH	FH
UQCRH	LOC644667
UQCRH	LOC644745
C8orf44	LOC100128899
ACTR1A	FAM127A
ACTR1A	CYB5R1
ACTR1A	LOC728047
ACTR1A	C6orf106
ACTR1A	GAB1
ACTR1A	VARS
HDC	LOC729645
AMOT	PON2
AIF1	TTYH3
AIF1	TNFSF8
ARPC2	RAB31
ARPC2	TIGIT
AHNAK	COX7A1
AHNAK	EYA3
AHNAK	RHBDD2
AHNAK	TMEM16C
AHNAK	NEURL1B
HRB	C21orf59
ARHGEF15	PPP1R12C
ARHGEF15	ANKS3
ARHGEF15	APOL3
VPS4B	MOAP1
LOC654253	LOC161527
CAMSAP1L1	PDS5B
CAMSAP1L1	RUFY1
CAMSAP1L1	SEPHS1
ITGA5	MYOZ3
HIST1H2AC	HIST2H2BE
HIST1H2AC	HIST1H2BD
ARIH2	FBXW4
ARIH2	C9orf127
ARIH2	NPEPL1
ARIH2	HMP19
ARIH2	LOC88523
ARIH2	HDAC2
ARIH2	LAS1L
ARIH2	FIG4
ARIH2	LOC389223
ARIH2	CMTM4
ARIH2	TRAF3IP2
ZHX2	MEGF9
NPTN	DPP4
NPTN	HEATR2
NPTN	KAT5
DGKQ	OSBPL7
DGKQ	LZTR1
LOC642755	CTDSPL
MOBKL1A	MRFAP1
KIAA0430	EPS15
KIAA0430	MKRN1
KIAA0430	PHF21A
JAK1	NUP153
JAK1	AK1
JAK1	TUBGCP4
JAK1	AP1G1
JAK1	FCF1
MED12	BCAR1
MED12	MLL4
MED12	C1orf188
RAB10	TMX1
RAB10	ATP6V1A
RAB10	SLC38A9
RAB10	NCOA4
RAB10	SRPK1
RAB10	TMED5
RAB10	PPP2CA
LOC652668	ZNF503
INSIG1	LDLR
PRKCDBP	PCGF3
C1orf51	PER1
APIP	LOC100128086
UBE2N	RBM45
UBE2N	RNGTT
SIX5	STK25
SIX5	XRCC1
SIX5	SNHG11
C15orf39	VPREB3
FARS2	KIF1B
DIRC2	FGFBP2
ANAPC13	CEP63
PISD	ARHGEF3
P704P	CXorf56
P704P	LOC402221
SERTAD1	ZNF193
SERTAD1	ZBTB9
SERTAD1	BHLHB2
SERTAD1	ARMC7
SERTAD1	SERTAD3
DNAJB5	NRXN2
MED9	ARL4A
NDUFS8	POMGNT1
NDUFS8	SLC25A10
TMOD4	NKIRAS2
FBXL3	LOC728115
FBXL3	DHX36
CCPG1	MMS19
CCPG1	KLHL5
FLJ43663	LOC641825
FLJ43663	ZNF763
FBXL10	DNMT1
SNRK	ZNF426
SNRK	PUM2
SNRK	RBM27
SNRK	FAM60A
SNRK	ZCCHC11
FLJ10781	PNMAL1
SNRPD3	LOC729882
SNRPD3	TGFBRAP1
SNRPD3	C1orf183
SNRPD3	ISY1
UBA7	PROSC
LOC642477	LOC440160
THRSP	LOC402509
AGPAT9	CHODL
C2orf47	TRNT1
FAM189B	VPS37D
FAM189B	KIAA1328
FAM189B	BBS4
FAM189B	RNASEN
FAM189B	PDE6D
FAM189B	C6orf136
FAM189B	C20orf100
FAM189B	C20orf72
FAM189B	REPIN1
FAM189B	LOC100129828
FAM189B	LOC644990
RASAL3	SUSD3
RASAL3	HMHA1
RASAL3	LOC387841
RASAL3	TSPAN32
DDX60	ZNF235
DHX30	DUS1L
DHX30	TMEM63A
DHX30	MOV10
DHX30	POLE
DHX30	ADCK5
DHX30	MED12
DHX30	EIF3B
DHX30	FAM160B2
DHX30	SLC25A29
DHX30	TAZ
DHX30	WDR5
ZFAND5	TXNIP
ZFAND5	TBX15
ZFAND5	CDKN2AIP
LOC220433	FEM1B
LOC220433	RPL23
LOC220433	LOC100129657
LOC220433	LOC100134504
LOC220433	EEF1AL7
LOC220433	LOC440991
LOC220433	RPS27
LOC220433	SERINC3
LOC220433	TSC22D1
SPARCL1	FILIP1
SPARCL1	EVI1
SPARCL1	CYYR1
GPT	GPT2
GPT	C20orf27
GPT	DGAT1
GPT	HADH
GPT	YBX2
GPT	PPP1R16A
GPT	SSPO
GPT	SHMT1
PHF15	GATA2
GPER	EEPD1
ACTG2	DES
ACTG2	HSPB3
ACTG2	SCRG1
ACTG2	FAM46B
ACTG2	CNN1
MLPH	C10orf128
MLPH	SEMA6A
MLPH	PLAT
MLPH	ACYP1
MLPH	RAMP3
TBCD	DEAF1
ZNF264	TMEM137
ZNF264	LOC728694
LOC644131	BSDC1
STMN2	DEFB103B
PLEK	E2F3
PLEK	PLEKHO1
PLEK	BID
PLEK	INPP5A
PLEK	LOC100128440
P4HA2	CNPY4
ATP6V0D1	SCO2
ATP6V0D1	ACVR1
FGFRL1	C14orf2
FGFRL1	S100A1
FGFRL1	SLC6A10P
FGFRL1	GLI4
GPS1	PCBD2
GPS1	DHX58
GPS1	SBF1
GPS1	PIN1
GPS1	DIS3L
GPS1	C9orf114
GPS1	THOC5
CCDC16	FAM164A
VIL2	EZR
CORO7	ZC3H12A
CORO7	RIN3
OKL38	TBC1D4
UBR1	LOC729920
C22orf28	LOC728558
ANKRD30A	LOC646360
C18orf56	RPS27L
LOC644380	LOC646103
MGAT4B	ATXN2L
GIPC1	NFIX
GIPC1	HSPB6
GIPC1	GDE1
GIPC1	SCAMP4
GIPC1	APBB1IP
CRY2	LOC147727
LOC642678	BDP1
LOC642678	ZRANB1
LOC642678	ZCCHC6
LOC642678	BAGE5
LOC642678	LOC645159
LOC642678	ARID4B
LOC642678	NBPF11
LOC642678	NBPF20
LOC642678	NFAT5
VASH1	ANGEL1
CIRH1A	GNL2
DNASE2	SLC47A1
DNASE2	TUFT1
DNASE2	KIAA1908
COL5A3	MMP15
COL5A3	ESRRA
MMP9	SPP1
MMP9	CHI3L1
MAP1S	ZNF609
MAP1S	SPPL2B
C1QB	FZD2
C1QB	VSIG4
C1QB	SIGLEC1
C1QB	C1QA
C1QB	CD33
C1QB	SH3TC1
C1QB	C1QC
C1QB	SCN1B
C1QB	EBI3
WDR37	HPS4
GRINA	MLF2
GRINA	AKT1S1
GRINA	MGRN1
GRINA	LOC729843
GRINA	PCGF1
GRINA	ABCD1
GRINA	CNOT3
FYB	PRAM1
FYB	CORO1A
FYB	PSCDBP
FYB	ARRDC5
FYB	LOC100133875
FYB	CRLF3
EDNRA	ANO1
NCF2	LOC646576
PHC1	MMAA
SPARC	SLC1A4
SPARC	WWC1
SPARC	SH3RF2
SPARC	ZNF541
SPARC	TUBB2B
SPARC	TEX2
SPARC	C9orf123
SPARC	PTPN11
SPARC	NUDT18
SPARC	AMOT
SPARC	TAX1BP3
SPARC	C15orf59
SPARC	HRCT1
SPARC	SNORA70B
SPARC	ADAM32
SPARC	AHNAK
SPARC	CCND2
SPARC	CRTAP
SPARC	GPBAR1
SPARC	ZNF280D
APM-1	LOC100127909
KIF1C	HSPB6
KIF1C	USP3
KIF1C	ZBTB7B
KIF1C	MBD2
KIF1C	BARD1
KIF1C	RNY4
ABCA8	RGMA
NUDCD3	WDR25
ARHGEF7	MSTN
PABPC5	NACA2
PABPC5	TBC1D3F
PABPC5	MIR129-2
PPP3R1	VASH1
PGLS	TWF2
PGLS	APEH
PGLS	SKP1
AZGP1	LOC646168
AZGP1	LOC644322
AZGP1	MRPL41
AZGP1	MRPL32
AZGP1	C3orf14
AZGP1	CCND2
AZGP1	CFH
ARID1A	FBXO33
FNBP1	PAQR8
UROS	C16orf57
PLEKHA3	RAD50
NFAT5	GOLGA8A
NFAT5	ITPRIPL2
CAP1	GRK6
CAP1	DFNB59
CAP1	PFN1
CAP1	TMEM132C
C1orf21	SLC6A16
TPPP3	CREB5
PRSS23	ABI3BP
PRSS23	TRAM2
BLVRB	METTL3
BLVRB	POLH
BLVRB	HIVEP2
BLVRB	GOSR1
IL6ST	C18orf45
IL6ST	SBNO1
IL6ST	ENTPD5
IL6ST	SLC5A3
IL6ST	INTS5
IL6ST	SCARNA9
IL6ST	UHMK1
IL6ST	LOC100131655
IL6ST	LOC100128729
IL6ST	LOC389168
IL6ST	NUFIP2
IL6ST	TMX4
ZNF544	ZNF671
AIG1	PRRT2
ANKRD35	SMOC1
HOXD3	LIPL2
ELOVL1	HISPPD2A
UPF3B	C3orf31
IRF7	PRIC285
IRF7	MX2
COX7C	CABLES1
COX7C	STOML2
COX7C	ARPC1A
COX7C	SULT1C4
COX7C	C7orf55
LLGL1	RAD9A
UPP1	RSPO3
UPP1	TOB2
MOBKL2C	ZNF317
MOBKL2C	IFNAR1
CLU	PDLIM1
PAPOLA	MDP1
PAPOLA	NIN
ANXA2P3	COPZ2
ATP6V1E1	C18orf22
ATP6V1E1	C22orf13
ATP6V1E1	NDUFAF3
ATP6V1E1	LOC100129144
ATP6V1E1	LOC392264
ATP6V1E1	GYG2
ATP6V1E1	MRPL22
HDAC6	ZNF692
HDAC6	LRRC45
LOC202134	TTC25
LOC202134	LOC653316
MCM8	EIF2AK2
MCM8	SLC35A4
MCM8	EIF4G1
MCM8	L3MBTL2
MOCS1	ANO6
MOCS1	NSF
EBI2	CTLA4
C19orf2	GTF2E2
C19orf2	EIF4E3
MRPS25	MRRF
NUDT21	YTHDF3
PXMP2	BPHL
PXMP2	SQRDL
PXMP2	STBD1
PXMP2	DDT
PXMP2	BCAT2
PXMP2	TRAP1
PXMP2	HYI
PXMP2	L2HGDH
PXMP2	COX6A1
PXMP2	MOSC1
PXMP2	ALDH1L1
PXMP2	LOC100133972
PXMP2	ALDH7A1
PXMP2	BRP44L
PXMP2	C21orf33
PXMP2	C7orf55
PXMP2	CYB5A
PXMP2	HAX1
PXMP2	MAPK11
PXMP2	PCBD1
PXMP2	PCK1
PXMP2	SLC25A4
TSPAN5	TRIM58
TSPAN5	HBA1
CMTM2	PADI4
CMTM2	VNN3
LOC440280	ZNF12
MOSC1	ACADL
MOSC1	KIAA0953
MOSC1	CDK5R2
MOSC1	LOC652800
MOSC1	KAAG1
MOSC1	INSL5
PLOD2	TMEM56
TXNDC14	LARS
TXNDC14	ALG8
SAMD9L	DDX60
STARD8	SLC45A1
LOC727732	GPC6
CDC23	ANKMY2
CDC23	CEPT1
DOCK2	BTK
DOCK2	MAP4K1
DOCK2	RNASET2
DOCK2	ZNF296
DOCK2	CD33
DOCK2	ZNF185
DOCK2	SYK
DOCK2	DEF6
DOCK2	ARHGAP30
DOCK2	FCGR2A
DOCK2	PPARA
DOCK2	RBM47
DOCK2	TLR8
DIS3	WBP4
WDR57	SHE
WDR57	SNRNP40
MCMDC1	ZNF484
LOC643624	SIM2
LOC643624	SPTBN4
TUBA1B	FLJ40473
HSF2	MSTN
CST3	LUC7L2
CST3	AP2M1
BMP1	ROR1
BMP1	B3GAT3
MED16	RBM14
MED16	ZNF784
MED16	MLLT6
MED16	CDK10
CSNK2B	PRPF8
CSNK2B	LOC100132941
CSNK2B	FLJ42627
CSNK2B	HDGF2
KLKB1	CYP4V2
HMOX1	TNFRSF12A
HMOX1	C12orf5
SCFD1	LAYN
GCA	SLC2A14
VBP1	LOC643300
NME4	FAM50B
NME4	POLR2E
ZNF692	HDAC7A
PPTC7	HKR1
ALS2CR4	SERTAD4
NARG1L	RNF138
C16orf33	SNRNP25
GPNMB	CTSK
GPNMB	VWA5A
DOCK6	ABCC6
AMY2A	LOC648749
SLC29A4	TRAF6
COQ3	CYB5B
COQ3	C18orf55
COQ3	MKKS
EMD	ACTR5
EMD	FAM39E
EMD	BRPF3
EMD	CCDC109A
EMD	LLGL1
EMD	C11orf2
EMD	LOC100190939
EMD	C1orf86
EMD	CSNK1E
EMD	URG4
RFTN2	ICK
RFTN2	KDM5B
RFTN2	THAP10
RFTN2	ARMCX2
RFTN2	ZNF626
RUNX1	DKFZP586I1420
GPC1	DOK5
CCDC97	NAALADL1
CCDC97	C3orf39
CCDC97	OSR2
METRNL	LOC653506
C20orf52	MAST4
C20orf52	COMMD1
C20orf52	C17orf106
C20orf52	LOC100129297
POLR3K	C16orf33
APBB1IP	FZD9
APBB1IP	TRK1
APBB1IP	TMEM150A
PFDN4	LOC727963
CCDC109B	KLF15
CCDC109B	TACSTD2
CCDC109B	DHRS3
CCDC109B	PLXDC2
CCDC109B	GOLM1
CCDC109B	LOC158376
ABHD3	MAP2K6
DPY19L2	ADCY3
DPY19L2	FAM162B
