tissue	Module	Annotation	moduleSize	hubs.MEGENA	keyDrivers.BN	sqrtBMI.Rho	sqrtBMI.Pval	sqrtBMI.P.adj	logmatsuda.Rho	logmatsuda.Pval	logmatsuda.P.adj	logmatsuda.All.Overlap.Size	logmatsuda.All.FE	logmatsuda.All.Pvalue	logmatsuda.All.P.adj	sqrtBMI.All.Overlap.Size	sqrtBMI.All.FE	sqrtBMI.All.Pvalue	sqrtBMI.All.P.adj	CisEQTLs.Overlap.Size	CisEQTLs.FE	CisEQTLs.Pvalue	CisEQTLs.P.adj	logmatsuda.rank	Parent
adipose	M77	GO_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS	88	PHYH,C6orf120,PEX13,RAB11FIP2	PEX13	-0.224588811198285	2.92600498030465e-10	1.07286849277837e-09	0.258646652333604	3.6998550162085e-13	1.4977013105612e-12	62	1.7	6.46354796826582e-08	4.35107131522285e-07	52	1.6	1.17329612014249e-05	6.09953256978186e-05	63	1.25970115176933	0.00303746048410724	0.016526397902777	86	M11
adipose	M633	NA	19	ADH1B,MET	ADH1B	-0.402524434394058	2.35505373655307e-31	3.2206951099888e-30	0.44113554401784	9.05655203241501e-38	1.58021218220758e-36	19	2.4	7.10223355322108e-08	4.74942314263859e-07	18	2.6	1.52702662341676e-07	9.84299963629144e-07	15	1.38914412726442	0.0396820454124512	0.108076523745236	87	M383
adipose	M384	PID_SHP2_PATHWAY	26	GNAI1,RNF144A	SLC19A3	-0.336297984950491	8.17776238379596e-22	5.66842159753528e-21	0.390944780459762	2.42421055596996e-29	2.27157507652e-28	24	2.2	1.0765470391015e-07	7.07445197123841e-07	22	2.3	5.79818785185871e-07	3.4720509503438e-06	18	1.21817254237034	0.139792758413831	0.274167192858134	88	M110
adipose	M756	NA	18	NIPSNAP3B		-0.516518272213367	9.81606921624485e-54	9.93386204683979e-52	0.584812871282756	2.20839601285569e-71	2.79362095626245e-69	18	2.4	1.69018116576394e-07	1.08257173402095e-06	18	2.7	1.22517776707446e-08	8.94144158855303e-08	15	1.46631880100133	0.0175729201845511	0.0624597562960849	89	M620
adipose	M791	REACTOME_TRYPTOPHAN_CATABOLISM	18	KYNU,NPL		0.347081906357535	3.21884905152202e-23	2.58529780963515e-22	-0.378623786746605	1.74722265344624e-27	1.31954427260268e-26	18	2.4	1.69018116576394e-07	1.08257173402095e-06	16	2.4	6.16192361071048e-06	3.28203510212579e-05	13	1.27080962753449	0.139322811538328	0.274167192858134	90	M709
adipose	M155	GO_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS	18	ACADM		-0.298350261132336	2.70083661865423e-17	1.50178387806488e-16	0.352649968067531	8.05595898537432e-24	4.85275624595168e-23	18	2.4	1.69018116576394e-07	1.08257173402095e-06	16	2.4	6.16192361071048e-06	3.28203510212579e-05	12	1.17305504080107	0.275717911200027	0.448036503598269	91	M24
adipose	M112	GO_MITOCHONDRION	95	DLD,RTN3,SCOC,SLC25A11,SLC25A3	DLD,RTN3	-0.193331796354223	6.4047132694499e-08	2.10905760744884e-07	0.261875675704906	1.83770788680352e-13	7.5600015505901e-13	65	1.6	1.8268115263248e-07	1.16762100924675e-06	47	1.4	0.00595594297898769	0.0217596183925471	60	1.11131530181154	0.125869198904667	0.251760096019586	92	M12
adipose	M179	KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	37	C1S,MFAP4,COL16A1	C1S	0.392146697100051	1.03846442500347e-29	1.25110237869466e-28	-0.392802356441779	1.2518996624151e-29	1.20505401731529e-28	31	2	2.18489545322406e-07	1.38194637416422e-06	30	2.2	3.21467249076985e-08	2.20808725836589e-07	32	1.52180113401219	0.000111598592618579	0.000990682243245629	93	M32
adipose	M167	KEGG_LYSOSOME	55	CTSB,GRN	CTSB	0.351517285469542	8.19864724121884e-24	6.87671274917033e-23	-0.30861188803464	2.41623297392424e-18	1.16439417600539e-17	42	1.8	2.37892560339631e-07	1.49842699832182e-06	44	2.2	4.25068157318337e-11	3.78447778773745e-10	48	1.53563568977594	1.11509937402585e-06	1.76325088517837e-05	94	M30
adipose	M326	NA	101	MUT,RAB28,VEZT,ZMYM2	MUT	-0.233174546615745	5.74140555397077e-11	2.20087212902213e-10	0.241397470205459	1.32284662510298e-11	4.81554239066263e-11	68	1.6	2.50721574896863e-07	1.57270806071668e-06	66	1.8	2.96095670069014e-09	2.28158998560793e-08	73	1.27177749472987	0.000953936862632428	0.0066122198971508	95	M84
adipose	M652	GO_MITOCHONDRIAL_MATRIX	21	PCCA		-0.339677687531092	3.00778704574208e-22	2.17420035020785e-21	0.426819792058304	3.21874934262267e-35	4.65339190676306e-34	20	2.3	3.75920956060292e-07	2.31970736300619e-06	19	2.5	4.0117384912093e-07	2.44571045367699e-06	17	1.42442397811558	0.0189965296619657	0.0649475946550991	96	M408
adipose	M84	NA	159	MUT,CBLL1,EIF3A,YES1,RAB28,CYTH3,VEZT,SEC24B,ZMYM2	MUT	-0.221851714332008	4.8509020260161e-10	1.74082015969088e-09	0.238980457015423	2.13722136785865e-11	7.7245286581177e-11	98	1.5	4.82150856770567e-07	2.93348697626341e-06	89	1.5	3.44681476374883e-07	2.14437082433226e-06	104	1.15092192682369	0.0166030245934559	0.0608777568426716	97	M11
adipose	M465	GO_SECRETORY_VESICLE	24	DARC	DARC	0.329930320223419	5.20660765821384e-21	3.33486515829899e-20	-0.392779372113586	1.26221072959902e-29	1.20505401731529e-28	22	2.2	5.20619547104033e-07	3.15489210580408e-06	21	2.4	3.31808631266706e-07	2.0685236232561e-06	16	1.17305504080107	0.223048028091919	0.387298907642264	98	M132
adipose	M388	REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	41	DLD	DLD	-0.219761126521852	7.10553477091792e-10	2.49680596811421e-09	0.275592226898554	8.43811835917184e-15	3.74534025415873e-14	33	1.9	5.54293328852756e-07	3.3522600525836e-06	25	1.7	0.00115900561706406	0.00471583486369766	31	1.33041608285975	0.0100044677019454	0.0408246827192286	99	M112
adipose	M342	NA	27	RPAIN,TGDS	RPAIN	-0.330925343817478	3.90997620401518e-21	2.56941293406712e-20	0.370465261570132	2.68818485745979e-26	1.94317362553522e-25	24	2.1	5.79047371598533e-07	3.4720509503438e-06	23	2.3	2.46063094234017e-07	1.54668230661382e-06	20	1.30339448977896	0.0505373779490374	0.133187048136526	100	M90
adipose	M598	NA	16	MTHFD1		-0.369756537138206	2.34409806186439e-26	2.32571297902624e-25	0.432686773012987	2.99967003212239e-36	4.89623560081913e-35	16	2.4	9.56998221986826e-07	5.65261984815565e-06	15	2.6	2.69828437295104e-06	1.52551049465165e-05	15	1.6496086511265	0.00155193169351977	0.00923855808142358	101	M366
adipose	M79	NA	210	EMC2,TATDN1,AK6,ANAPC10,NAA20,PLEKHA3,KLHDC2,GSTA4,SMARCA1,SUCLA2,RAD17	EMC2,TATDN1,AK6,BET1	-0.178918818481356	5.81970681054958e-07	1.82905071188701e-06	0.224088997891935	3.66329085518001e-10	1.21949024521124e-09	123	1.4	9.63028034107142e-07	5.67719050786269e-06	103	1.3	0.000105810435904577	0.00049421612831738	134	1.12278125333816	0.0230144335558547	0.0766138380214635	102	M11
adipose	M68	REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION	50	RPL26,RPL7	RPL26	-0.298413253446248	2.65783086482632e-17	1.49429157511346e-16	0.274569980474512	1.06811120174624e-14	4.69968928768348e-14	38	1.8	1.10892786594888e-06	6.51200193621043e-06	38	2.1	1.26101069647893e-08	9.15891979547854e-08	26	0.914982931824832	0.798218352043888	1	103	M11
adipose	M576	NA	93	MUT,RAB28,VEZT,ZMYM2	MUT	-0.227611180579853	1.66160655515046e-10	6.22794753263801e-10	0.236863915334473	3.23915140204945e-11	1.13820181210904e-10	62	1.6	1.41418470737225e-06	8.19363506027129e-06	60	1.8	3.12177039513992e-08	2.15892822770952e-07	67	1.26765625376889	0.00174727952488568	0.0101623383861167	104	M326
adipose	M627	NA	19	PHF13,TEAD1		-0.394951583316455	3.78173499121882e-30	4.78389476389181e-29	0.421087875861362	3.12736068676553e-34	4.05755001923938e-33	18	2.3	1.93294217537169e-06	1.10934072673506e-05	19	2.7	4.44895074458176e-09	3.37675361513755e-08	16	1.48175373574872	0.0116771534571112	0.045104119460292	105	M379
adipose	M170	GO_EXTRACELLULAR_SPACE	22	CCL2,SERPINE1	CCL2,SERPINE1	0.377045390529321	2.02662948317487e-27	2.13640524684684e-26	-0.370871742429658	2.35024077704082e-26	1.72350990316327e-25	20	2.2	2.48294457566096e-06	1.4143001372808e-05	19	2.4	1.92979056719795e-06	1.10934072673506e-05	14	1.11973435712829	0.337328416365991	0.525194395942127	106	M30
adipose	M399	KEGG_ARGININE_AND_PROLINE_METABOLISM	25	LETMD1,SRP68	LETMD1	-0.234758041699006	4.22160980780756e-11	1.630637070802e-10	0.323706547382069	4.03435764627936e-20	2.0830458867524e-19	22	2.1	2.59959711398907e-06	1.47245836531172e-05	17	1.9	0.00129934077771583	0.00525272783108557	16	1.12613283916902	0.303680129033514	0.486488931030651	107	M117
adipose	M630	KEGG_CIRCADIAN_RHYTHM_MAMMAL	18	HLF,PER3		-0.438885167206669	1.35625733990106e-37	2.98376614778233e-36	0.465306882092856	2.3143279014106e-42	5.09152138310332e-41	17	2.2	4.36623506327583e-06	2.38844858596494e-05	17	2.6	3.98975034918507e-07	2.44211331857376e-06	10	0.977545867334222	0.6389438197555	0.876166863946566	108	M380
adipose	M511	GO_EXTRACELLULAR_SPACE	18	SERPINE1	SERPINE1	0.396777466725503	1.94911387638597e-30	2.52885031141359e-29	-0.378205083317218	2.01417880325689e-27	1.49878599183528e-26	17	2.2	4.36623506327583e-06	2.38844858596494e-05	17	2.6	3.98975034918507e-07	2.44211331857376e-06	13	1.27080962753449	0.139322811538328	0.274167192858134	109	M170
adipose	M780	KEGG_BASAL_CELL_CARCINOMA	64	PTPN6,GPSM3	PTPN6	-0.168689066468938	2.51266604959516e-06	7.265194406258e-06	0.220065440469957	7.63516697653523e-10	2.44518638615622e-09	45	1.7	4.4749346403956e-06	2.44350747630235e-05	31	1.3	0.0316722697771318	0.104178776861725	43	1.18221953330732	0.059328839270647	0.147883707738657	110	M696
adipose	M317	NA	173	EMC2,TATDN1,AK6,ANAPC10,NAA20,PLEKHA3,KLHDC2,SUCLA2,RAD17	EMC2,TATDN1	-0.17187822814257	1.60718733360001e-06	4.81205201657755e-06	0.220407846651296	7.17651278371695e-10	2.31293978889221e-09	102	1.4	5.24875718809398e-06	2.85066669464282e-05	81	1.3	0.0029572649370217	0.0113218869467817	107	1.08829672860446	0.103061150677831	0.225752996722869	111	M79
adipose	M348	NA	21	CALU,EPDR1		0.31382772105514	4.63979936663591e-19	2.79492676133068e-18	-0.289009928217933	3.48582320906113e-16	1.60347867616812e-15	19	2.2	5.3900200508213e-06	2.91176172140453e-05	19	2.5	4.0117384912093e-07	2.44571045367699e-06	17	1.42442397811558	0.0189965296619657	0.0649475946550991	112	M93
adipose	M596	NA	14	PFKFB1,C14orf180		-0.364212622098474	1.44754744691167e-25	1.33174365115874e-24	0.413943060072745	5.00850178738742e-33	6.03405215337627e-32	14	2.4	5.41698192940275e-06	2.92112915411487e-05	13	2.6	1.79758875938272e-05	9.11098409596983e-05	9	1.13116021791531	0.389749101691254	0.592231367735058	113	M366
adipose	M696	KEGG_BASAL_CELL_CARCINOMA	76	PTPN6,ARHGDIB,GPSM3	PTPN6	-0.166983476957083	3.1802177104494e-06	8.93994534159664e-06	0.215453712079234	1.74143429422729e-09	5.43929477085809e-09	51	1.6	9.00247546218595e-06	4.74505477486051e-05	35	1.3	0.0522515307332018	0.163541904439176	51	1.18077250817476	0.043647863719539	0.117477760862163	114	M447
adipose	M583	NA	17	RPAIN		-0.305197537482944	4.60941043428929e-18	2.71204846482602e-17	0.365141434465593	1.53462154184219e-25	1.04934932455696e-24	16	2.2	9.83382040037648e-06	5.14749633371431e-05	15	2.4	1.51406472617016e-05	7.71258474606142e-05	14	1.44906799157779	0.0262211771537092	0.0822282407990278	115	M342
adipose	M42	GO_ANCHORED_COMPONENT_OF_PLASMA_MEMBRANE	20	GPIHBP1,CA4	CA4	-0.360681333173481	4.53153170118472e-25	4.02272814175346e-24	0.359092656186166	1.06777736901597e-24	6.92686344515489e-24	18	2.1	1.16483339250934e-05	6.06592483646372e-05	15	2.1	0.000499868935288432	0.00213746772892349	15	1.3196869209012	0.0759693740630505	0.182182479980586	116	M7
adipose	M621	NA	13	ALDH6A1		-0.484749998449313	1.2635013806192e-46	5.81210635084834e-45	0.539330289882167	5.99169032618025e-59	2.52649608753934e-57	13	2.4	1.28863871140012e-05	6.65358355069858e-05	13	2.7	1.93766738284722e-06	1.10995437251399e-05	13	1.7595825612016	0.000643053948580841	0.0047157289562595	117	M377
adipose	M494	GO_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING	31	GUSB,TREM2	TREM2	0.324968725952483	2.13776681478726e-20	1.35213751035294e-19	-0.316731065113402	2.75267781218236e-19	1.36554409114144e-18	25	1.9	1.30381919820099e-05	6.70914421311558e-05	25	2.2	5.7449643008485e-07	3.45380428066852e-06	25	1.41901819451742	0.0048347669337042	0.0232062404442048	118	M165
adipose	M458	GO_BINDING_BRIDGING	38	FAT1,MTCH2,DSEL	MTCH2	0.293035539283156	1.03151716161572e-16	5.49418614502691e-16	-0.266902984872848	6.06396430283676e-14	2.60031011630118e-13	29	1.8	1.86124271331352e-05	9.41788812936642e-05	32	2.3	1.73275229145601e-09	1.35583400950012e-08	33	1.52805853999086	7.2484411042757e-05	0.00070532907668529	119	M129
adipose	M446	GO_IMMUNE_SYSTEM_PROCESS	407	AMICA1,CSF3R,BIN2,PIK3CD,FGD3,SEMA4D,NFE2,ATG16L2,JAK3,NLRP12,DEF6,CASP1,XPO6,NBEAL2,RASAL3,GMFG,PRAM1,C19orf38,MYO1G,ARHGEF18,AKNA,IFNAR2,CD300E,RAB24,TBC1D10C,SP110	SEMA4D,IFNAR2,SP110	0.0661148822095171	0.0667075098854728	0.111399339940757	-0.127260365444519	0.000418004542814918	0.000874009498613009	212	1.2	2.4611839593318e-05	0.000123099744654553	116	0.8	0.999718843774978	1	269	1.16296734389	7.0883202118046e-05	0.000703272554347672	120	M129
adipose	M625	NA	12	ALDH1L1	ALDH1L1	-0.466651490508939	6.75957940359646e-43	2.13771698638738e-41	0.573045324110154	5.60559214040675e-68	3.15158847005091e-66	12	2.4	3.06529357229063e-05	0.000151814539730414	12	2.7	5.33297844230125e-06	2.88608245112774e-05	11	1.61295068110147	0.0114620497915992	0.0446138245734554	121	M378
adipose	M174	GO_MODIFIED_AMINO_ACID_BINDING	24	MRC1,LYVE1	FOLR2	0.272940991145037	1.27476410076812e-14	6.02832369148291e-14	-0.262397252430625	1.63981121616772e-13	6.85739235851957e-13	20	2	4.13092099077971e-05	0.000200023542711439	20	2.3	3.15645951167302e-06	1.76482708608458e-05	17	1.24637098085113	0.118013186639618	0.244732264096913	122	M31
adipose	M456	GO_CELL_CYCLE_PROCESS	34	KIAA0101,UBE2C	KIAA0101	0.297137675517724	3.67580918198987e-17	1.9999563936418e-16	-0.299672270953949	2.44558707502409e-17	1.14580283329833e-16	26	1.8	4.80152599873927e-05	0.000230655584369817	27	2.2	3.56747098642804e-07	2.20918495573323e-06	13	0.672781567518259	0.990739415553928	1	123	M129
adipose	M651	KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	15	HIBADH	HIBADH	-0.340446448726586	2.39159987680627e-22	1.77963167303526e-21	0.41257265803483	8.46135003939241e-33	9.73055254530127e-32	14	2.2	4.93776334349136e-05	0.000236825426711529	14	2.6	6.9792266240416e-06	3.7043587466067e-05	10	1.17305504080107	0.309593184912739	0.486503576291447	124	M408
adipose	M467	NA	26	MLPH	MLPH	0.354647949586482	3.08155483078855e-24	2.64282499047289e-23	-0.366335051504563	1.04139051343447e-25	7.2184054766828e-25	21	1.9	6.41931036458646e-05	0.000304040971402254	23	2.4	5.58145745664063e-08	3.79939570366838e-07	24	1.62423005649378	8.58879484623739e-05	0.000804801887443726	125	M132
adipose	M364	GO_LIPID_BIOSYNTHETIC_PROCESS	43	AACS,ACACA	ACACA	-0.265486778001439	6.89774193425257e-14	3.20207102635945e-13	0.321935775769558	6.60025180727938e-20	3.33972741448337e-19	31	1.7	6.45219198253584e-05	0.000305122349828331	28	1.8	0.000118989198393776	0.000548180889717002	33	1.35037731441053	0.00534200190940531	0.0250282682051767	126	M106
adipose	M216	GO_METALLO_SULFUR_CLUSTER_ASSEMBLY	11	ISCA2,SAT2		-0.338527279391365	4.23360319727623e-22	2.97528224697468e-21	0.390628668885952	2.7116166866813e-29	2.48452746874531e-28	11	2.4	7.29088243879472e-05	0.000343180140840012	11	2.7	1.46763695684307e-05	7.48864840500093e-05	9	1.43965845916495	0.0820111905585487	0.189487043025688	127	M48
adipose	M764	BIOCARTA_LAIR_PATHWAY	54	CYTIP,CD48	CD48	0.113343293995741	0.00163161034114265	0.00342570469966049	-0.164874814918362	4.5580889982614e-06	1.15899147392978e-05	37	1.6	7.67902766683962e-05	0.000360332735649538	28	1.4	0.0142385239916393	0.0492348050553723	36	1.17305504080107	0.0917296478745982	0.207210722431012	128	M674
adipose	M382	GO_MEMBRANE_MICRODOMAIN	23	PRKAR2B,HADHA		-0.235669754573705	3.53305780183817e-11	1.38583507575978e-10	0.314212666242446	5.43874826698826e-19	2.64616021451544e-18	19	2	8.25095190844854e-05	0.000386572376451385	16	1.9	0.00124392413774552	0.00504212774658931	12	0.91804307540953	0.74728598403576	1	129	M110
adipose	M93	GO_ENDOPLASMIC_RETICULUM_LUMEN	51	CALU,EPDR1,FSTL1	CALU	0.225075677517687	2.67253817256495e-10	9.87083441837857e-10	-0.160908885841124	7.73404992665044e-06	1.93734121925006e-05	35	1.6	0.000113770907731306	0.000528710984532747	35	1.9	2.82953711336831e-06	1.59674250486732e-05	40	1.38006475388361	0.00104570607559209	0.00715036857094054	130	M11
adipose	M26	GO_CELL_JUNCTION	17	MPDZ	GJC1	-0.344221335093342	7.68703057521039e-23	5.98405764777916e-22	0.398088684916415	1.86525900706527e-30	1.85062952465692e-29	15	2.1	0.000113892287181955	0.000528710984532747	14	2.3	0.000138703306274888	0.000634191623268915	12	1.24205827849525	0.184787844758894	0.338777715391306	131	M5
adipose	M623	NA	10	STOX1		-0.471158483457481	8.36059577920025e-44	3.52538455356277e-42	0.507573574023967	2.48253356069749e-51	8.9725855836638e-50	10	2.4	0.000173402455391003	0.000781082870277573	10	2.7	4.03855192219237e-05	0.000196176698172416	8	1.40766604896128	0.12140264011144	0.24473998365095	132	M377
adipose	M654	NA	10	ANG		-0.424561532490485	4.80627803013299e-35	8.68563101159748e-34	0.499357943178439	1.72977186942809e-49	4.86258092183674e-48	10	2.4	0.000173402455391003	0.000781082870277573	10	2.7	4.03855192219237e-05	0.000196176698172416	9	1.58362430508144	0.0301790044977515	0.0886656570003182	133	M409
adipose	M476	NA	10	CD248	COL6A2	0.432358464300867	2.03795422042221e-36	4.12481934213455e-35	-0.425243026938457	6.04267562795488e-35	8.26376721012208e-34	10	2.4	0.000173402455391003	0.000781082870277573	10	2.7	4.03855192219237e-05	0.000196176698172416	6	1.05574953672096	0.552033833009241	0.780248937158313	134	M135
adipose	M718	NA	10	DSEL		0.392970604498169	7.72619095640901e-30	9.5352503022999e-29	-0.388184329138957	6.42236612447054e-29	5.50799535420693e-28	10	2.4	0.000173402455391003	0.000781082870277573	10	2.7	4.03855192219237e-05	0.000196176698172416	8	1.40766604896128	0.12140264011144	0.24473998365095	135	M458
adipose	M448	GO_IMMUNE_SYSTEM_PROCESS	230	NKG7,CD3D,BCL11B,CD2,RASGRP1,ITK,LCK,GPR18,BCL11A,MS4A1,POU2AF1,P2RX5,SKAP1	CD3D,IL7R	0.0778317943039501	0.0308104238679311	0.053574139096815	-0.126687834540499	0.000444005302442392	0.000924554251176339	124	1.3	0.000181204847686689	0.000813813487539628	54	0.6	0.999991346987544	1	112	0.856840203715561	0.994806786134723	1	136	M129
adipose	M108	REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	106	ACSL1,DGAT2,HSPA5,HSPA9,TMEM135	ALDH9A1,TMEM135	-0.0999967432724279	0.0054820505936689	0.0107516186061878	0.180685660571502	4.88413231190452e-07	1.29391149205429e-06	63	1.4	0.000228865750420388	0.00101733004140014	48	1.2	0.0364208858680471	0.118768860897305	78	1.29478716767665	0.000255511885375728	0.00208530667742126	137	M12
adipose	M755	NA	16	PNPLA4		-0.244250903235989	6.37494393001163e-12	2.62253790941942e-11	0.302813538417959	1.09424235118313e-17	5.22345877074212e-17	14	2.1	0.000240489116738902	0.00106587585170702	14	2.4	3.69458223816757e-05	0.00018150083616629	12	1.3196869209012	0.110466426999147	0.23785537047476	138	M617
adipose	M597	GO_MITOCHONDRION	16	ACO2,AIFM1		-0.193169091399865	6.57260569567857e-08	2.1456377303312e-07	0.271132141466141	2.34283203451186e-14	1.01322479441282e-13	14	2.1	0.000240489116738902	0.00106587585170702	11	1.9	0.00861324272181158	0.0306562777296834	11	1.2097130108261	0.241265446245334	0.409665489262211	139	M366
adipose	M168	NABA_MATRISOME_ASSOCIATED	45	DNASE2B,NRIP3		0.258990592131503	2.87910919799778e-13	1.28922942848396e-12	-0.258168270062559	4.10065732783107e-13	1.64677191101788e-12	31	1.6	0.000250501559822694	0.00110863372539606	28	1.7	0.000370449373728364	0.00161592571643579	25	0.977545867334222	0.629048407275326	0.867298348995408	140	M30
adipose	M700	GO_IMMUNE_SYSTEM_PROCESS	60	NKG7,CD3D,CD2	CD3D,IL7R	0.0755455268439204	0.0360916518508246	0.0621169246140042	-0.121943333123883	0.000725143400591635	0.00143891200274262	39	1.5	0.000281416008730921	0.00123823043841605	18	0.8	0.878572940478237	1	30	0.8797912806008	0.884711908061022	1	141	M448
adipose	M411	NA	21	STX12		-0.159986283367835	8.15812999057028e-06	2.1957520081003e-05	0.231033494873848	9.97594767853353e-11	3.43389763628433e-10	17	1.9	0.000321092504119027	0.00140872376084591	13	1.7	0.0152706474570354	0.0524453457913569	12	1.00547574925806	0.57951997495958	0.810047257816429	142	M119
adipose	M770	GO_LEUKOCYTE_CHEMOTAXIS	57	AMICA1,CSF3R,PIK3CD	AGER	0.0845623121073436	0.0189302532673733	0.0339670501889747	-0.138518759490375	0.000121283209399424	0.000271545592726144	37	1.5	0.000417027681529799	0.00181129619617235	12	0.6	0.995952558976918	1	38	1.17305504080107	0.0845921378654626	0.193681546424996	143	M687
adipose	M507	GO_CELLULAR_RESPONSE_TO_ZINC_ION	23	SLC15A3	TBC1D8	0.340288225386884	2.50727563373367e-22	1.83866879807136e-21	-0.35935103219971	9.83698766692953e-25	6.46430618112512e-24	18	1.9	0.000454989615869689	0.00195935953727713	18	2.2	5.04657033965265e-05	0.000241662264214281	16	1.22405743387937	0.153024800457051	0.296668770234743	144	M169
adipose	M656	NA	12	EIF4EBP1	EIF4EBP1	-0.455990977786985	8.3891325481837e-41	2.12245053469048e-39	0.554055122677713	9.1394293717109e-63	4.20413751098701e-61	11	2.2	0.000537723599703399	0.00229407758865719	11	2.5	0.000117453671955854	0.000542636869654157	11	1.61295068110147	0.0114620497915992	0.0446138245734554	145	M409
adipose	M320	REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	77	RP2,ATP2B1	RP2,ATP2B1	0.160579893599942	7.54298878155152e-06	2.04104402324335e-05	-0.208220376472708	6.11767753756006e-09	1.831683333731e-08	47	1.5	0.000602957171309288	0.00255667314538408	42	1.5	0.000848499545789635	0.00350482261362902	48	1.09688263555424	0.194714525211933	0.351876963418708	146	M80
adipose	M80	NA	132	RP2,ATP2B1,SNAP23,GNB4,HPRT1,SGTB,ZNF217	RP2,ATP2B1,SGTB	0.149300063788795	3.18927462960495e-05	8.19174092680257e-05	-0.197258527167332	3.77387657084215e-08	1.04922062903633e-07	74	1.3	0.00080528059144329	0.00333993425631397	67	1.4	0.000488279452570875	0.00209677003961128	83	1.1064041862101	0.092871009475511	0.208101752337069	147	M11
adipose	M337	GO_PROTEIN_FOLDING	17	TXN		0.330436098693816	4.50182228813583e-21	2.92041292025222e-20	-0.336876366407422	9.35087486228169e-22	5.25726964479393e-21	14	2	0.000831274321337985	0.00343834991768681	14	2.3	0.000138703306274888	0.000634191623268915	13	1.34556313503652	0.0794991695992529	0.187100371242893	148	M87
adipose	M96	GO_SOMATODENDRITIC_COMPARTMENT	78	ANXA7,ESYT2,C1GALT1C1	ANXA7,MTMR12	0.264591519618086	8.41869261037268e-14	3.83771032508881e-13	-0.248027316425092	3.45419714177094e-12	1.31415319829781e-11	47	1.4	0.000902312146192467	0.00370692784281506	48	1.7	5.31359345433438e-06	2.88072673702842e-05	49	1.10537878844716	0.169767577758671	0.315817626271645	149	M11
adipose	M211	GO_ORGANELLAR_LARGE_RIBOSOMAL_SUBUNIT	38	MRPL55,NIT2	MRPL55	-0.145826050161952	4.8723825834853e-05	0.000122050771645721	0.200245417677142	2.32182824452835e-08	6.56338040073377e-08	26	1.6	0.000926634364376899	0.0038017053111463	18	1.3	0.108401129626966	0.314332215422605	28	1.29653451878013	0.0244045866726577	0.0796691668152568	150	M48
adipose	M8	GO_RIBONUCLEOPROTEIN_COMPLEX	865	NDUFB7,RPL35,DPM3,NDUFA2,ANAPC11,CHCHD2,LSMD1,COX6A1,TMEM258,MRPL27,MRPL24,RPL29,RNF181,LSM7,LAMTOR4,CISD3,TCEB2,ATOX1,NDUFA11,COA3,VKORC1,SNRPD2,MRPL55,TAF10,TMEM147,POLR2G,TMEM205,ROMO1,TMEM256,GADD45GIP1,APOA1BP,ATP6V1F,ISCA2,NIT2,CDK4,MANBAL,PEF1,POLR2F,MRPS12,NHP2,CLTB,TMEM189,S100A16,YIF1A,FAM195B,DCTPP1,TMEM216,COPE,TRAPPC6A,SEC13,NEDD8,RPS19,UQCR11,UQCRQ,WSB2	NDUFB7,ANAPC11,LSM7,NDUFA11,VKORC1,EIF6,NHP2,UQCRQ	-0.0541605233937283	0.133212289819476	0.202418674620586	0.0966844945758627	0.0074493339614298	0.0127343344070388	408	1.1	0.00110760523257582	0.0045258270337822	377	1.2	4.68638558268909e-06	2.54979688692546e-05	607	1.2347590920802	9.28815320311153e-17	4.69980552077443e-15	151	M3
adipose	M687	GO_LEUKOCYTE_CHEMOTAXIS	158	AMICA1,CSF3R,BIN2,PIK3CD,SEMA4D,CASP1,TBC1D10C,SP110	AMICA1	0.0673785661167411	0.0616553905810739	0.103303402761667	-0.125488387657351	0.000503433931704495	0.0010313261920748	86	1.3	0.00112072742520131	0.0045732909447731	46	0.8	0.978048642362181	1	105	1.16934284130486	0.00829461418094813	0.0358724339791432	152	M446
adipose	M632	GO_RESPONSE_TO_ENDOGENOUS_STIMULUS	11	PRKAR2B	PRKAR2B	-0.259488051358273	2.58429450827312e-13	1.16754734034482e-12	0.333654821318995	2.38868132261034e-21	1.28582207366046e-20	10	2.2	0.00117833876542156	0.00478266910671103	9	2.2	0.00277385191424318	0.0106330990045989	7	1.11973435712829	0.445932925161703	0.661706921207689	153	M382
adipose	M804	GO_LEUKOCYTE_CHEMOTAXIS	50	AMICA1,CSF3R,PIK3CD	AGER	0.0778460671295101	0.0307796545344757	0.053574139096815	-0.132391204603883	0.00024070982664336	0.000516098187633645	32	1.5	0.00143815301106799	0.00575261204427195	10	0.5	0.996215899340589	1	34	1.19651614161709	0.0716019069694394	0.175026883703074	154	M770
